Transaction_ID,event_date,Scenario,Asset_Class,Sub_Asset_Class,Variable_X,Variable_Y,Underlying_Asset_Price,Option_Strike_Price,Risk_Free_Rate,Time_To_Maturity,Asset_Volatility,Return_Asset1,Return_Asset2,Return_Asset3,Weight_Asset1,Weight_Asset2,Weight_Asset3,Portfolio_Return,Cash_Flow_Period1,Cash_Flow_Period2,Cash_Flow_Period3,Bond_Yield,CashFlow_TimePeriod1,CashFlow_TimePeriod2,CashFlow_TimePeriod3,Probability_Default,Loss_Given_Default,Exposure_At_Default,Bid_Price,Ask_Price,Base_Asset_Value,Stressed_Asset_Value,Stress_Exposure,Gross_Income,Asset_Risk_Weight,Additional_Liquidity_Risk,Time_Series_Lag_Value,Current_Time_Series_Value
5038,23/03/2026,Stressed,Equity,Oil,6.9817,7.8193,101.3033,99.46,0.0279,1.8109,0.2538,0.0791,0.0765,0.0488,0.2889,0.5026,0.248,0.0624,4.4362,4.7565,102.3782,0.0413,1.1256,1.6881,1.1085,0.0423,0.4993,1068.3697,97.4802,113.2279,108.5498,106.8496,166.1555,513838.6075,0.2996,0.0584,12.5736,11.6965
5039,14/02/2014,Stressed,Fixed Income,Private Equity,5.5846,7.001,104.7818,111.1448,0.0358,1.6808,0.2788,0.0949,0.0603,0.097,0.392,0.364,0.2197,0.0509,4.6236,4.6275,94.8596,0.0382,2.1382,1.8737,1.9923,0.0329,0.3734,935.3321,100.901,95.5625,113.455,123.5222,148.1746,557156.6674,0.2391,0.0633,13.6909,15.5089
5040,25/12/2016,Base,Derivative,Preferred Stock,9.5502,7.0255,117.0182,90.9969,0.0314,1.4318,0.3058,0.1054,0.0978,0.1041,0.2541,0.4432,0.2904,0.0651,6.5554,5.4569,115.6753,0.0478,0.9707,2.2844,2.0045,0.0341,0.5382,965.683,83.9325,108.2464,114.8543,93.5387,159.4566,560821.0682,0.2079,0.0779,12.4189,14.1964
5041,01/05/2003,Stressed,Derivative,Municipal Bond,8.2145,9.725,106.2478,102.9146,0.0324,1.7569,0.2814,0.0388,0.0919,0.0838,0.2247,0.2745,0.4727,0.0323,6.5072,4.9503,107.8055,0.0496,2.196,0.9605,2.8634,0.0255,0.4103,914.4163,105.3302,92.9041,98.9709,93.0626,151.0112,580797.7179,0.272,0.0509,12.2833,10.9815
5042,28/04/2011,Base,Equity,Government Bond,6.1049,7.7105,110.3989,112.7523,0.0236,1.9026,0.2188,0.0486,0.0544,0.0329,0.2067,0.311,0.4952,0.0635,4.7786,4.7964,92.5334,0.0402,1.0955,1.9254,1.9602,0.0147,0.6223,987.2202,101.4204,108.3934,112.0668,104.4989,139.1874,639803.4357,0.2385,0.0728,14.2877,14.1436
5043,12/09/2024,Monte Carlo,Commodity,Large Cap,5.3695,6.7167,103.7752,126.3742,0.0267,2.1581,0.3447,0.0385,0.0682,0.0994,0.3918,0.2376,0.3463,0.0343,8.1152,5.3452,109.5227,0.0531,1.0727,0.9159,0.9107,0.0272,0.6069,1000.192,118.4814,120.9976,120.0162,107.2373,157.8679,543563.052,0.2728,0.074,9.9174,10.8808
5044,14/04/2012,Base,Commodity,Government Bond,4.9055,7.4711,97.1907,86.4545,0.0246,0.5719,0.3486,0.0949,0.0381,0.0252,0.3342,0.3406,0.3253,0.0392,5.3569,6.9529,123.4664,0.0442,0.9965,1.9047,1.8703,0.0361,0.5985,1248.2209,111.2186,99.5874,100.5035,113.9313,132.4758,630222.5967,0.3126,0.0423,11.2419,12.3025
5045,13/07/2008,Monte Carlo,Equity,Swap,4.5875,7.4758,104.8589,124.4043,0.0423,0.9618,0.3041,0.0584,0.0324,0.078,0.4097,0.3943,0.1874,0.055,6.2456,6.499,113.8549,0.0417,3.4185,0.9838,0.8724,0.0393,0.4834,1268.0384,105.2678,117.5395,112.3027,113.7564,150.3364,661777.7653,0.28,0.0549,11.11,12.4802
5046,04/02/2006,Monte Carlo,Alternative,Common Stock,8.6429,8.3392,129.6599,122.0283,0.0491,0.9443,0.3432,0.0869,0.0702,0.0765,0.3992,0.3566,0.1819,0.0709,3.6605,4.544,111.8984,0.035,1.9541,0.9083,2.0156,0.0397,0.4551,887.6911,116.2716,122.8667,110.9109,116.6772,137.2594,619578.6791,0.249,0.0541,13.5287,14.7214
5047,13/01/2014,Monte Carlo,Equity,Preferred Stock,4.1383,6.6892,105.8422,123.446,0.0324,1.7865,0.1733,0.0902,0.0373,0.0554,0.2975,0.3486,0.3459,0.0778,3.3668,7.4646,100.5917,0.0365,2.0038,0.8296,1.9794,0.0346,0.5248,862.6807,116.5091,110.2298,114.0263,99.9149,128.8777,495208.1776,0.2984,0.0539,11.6679,12.6863
5048,19/11/2016,Monte Carlo,Equity,Hedge Fund,4.6123,10.0469,98.4085,101.069,0.0372,1.0794,0.3415,0.0925,0.0387,0.0481,0.4136,0.3189,0.2601,0.0773,3.9378,6.8157,105.7768,0.0328,2.0402,2.0969,1.9577,0.0163,0.4027,1258.1549,93.7317,91.1673,94.4913,96.2037,143.7448,694634.3407,0.2375,0.0538,13.709,12.8841
5049,10/05/2013,Base,Fixed Income,Oil,3.9972,7.9193,125.825,116.949,0.0287,0.5689,0.3897,0.0286,0.0768,0.0726,0.2622,0.302,0.4336,0.0548,5.1945,4.3212,113.5627,0.0334,0.9319,2.0129,2.3484,0.0145,0.3927,1094.6425,101.0803,110.175,114.6647,117.4676,130.1823,668449.6951,0.2613,0.0652,10.8398,14.1942
5050,12/09/2016,Base,Commodity,Option,5.6484,5.9786,134.3581,102.7135,0.0383,1.3621,0.3609,0.0418,0.0587,0.0349,0.2564,0.4683,0.2662,0.0474,4.6204,5.7986,114.54,0.0363,3.2401,2.0916,1.8261,0.0382,0.7568,1145.5271,120.4289,119.9213,115.2422,104.4122,122.9827,705118.8865,0.2633,0.0719,14.4243,14.6716
5051,05/04/2009,Stressed,Fixed Income,Real Estate,6.5522,9.1185,103.0784,100.6229,0.0395,1.319,0.2102,0.0936,0.0849,0.0597,0.3209,0.3632,0.2743,0.038,7.581,7.2316,115.3204,0.0427,1.9832,3.1435,1.0593,0.0524,0.5697,1109.7123,109.1069,112.414,124.6547,108.5869,164.9322,578030.5378,0.2762,0.0498,14.8707,16.7447
5052,02/06/2004,Base,Alternative,Option,7.6603,9.939,101.6832,101.7971,0.0312,0.7467,0.3291,0.0548,0.0244,0.0511,0.4469,0.2943,0.2256,0.0364,7.5854,6.3462,104.3941,0.0389,2.1454,3.4458,1.9164,0.0449,0.4481,1073.8635,118.9165,103.7122,113.008,126.5929,126.359,762709.6283,0.2657,0.0745,14.131,14.0154
5053,22/02/2019,Base,Equity,Future,5.9147,6.6528,99.5691,88.4361,0.0452,1.4174,0.3318,0.0667,0.0627,0.0759,0.2516,0.4614,0.2431,0.0504,7.6028,5.1015,126.457,0.0537,0.9087,0.986,3.019,0.0195,0.4542,973.6637,86.0407,103.4013,125.669,114.0648,145.6112,710988.1846,0.2431,0.0691,11.4755,11.3034
5054,09/08/2005,Stressed,Alternative,Agriculture,4.6863,7.825,80.6323,137.6164,0.0405,1.4111,0.188,0.0526,0.0471,0.0342,0.2208,0.2872,0.5027,0.0529,6.1147,5.0725,88.7092,0.0422,1.7589,2.2363,1.9245,0.0268,0.4839,1285.9408,124.806,115.5864,108.4159,110.5028,144.3608,687737.3383,0.2409,0.0618,11.122,11.229
5055,14/03/2012,Monte Carlo,Alternative,Corporate Bond,7.3671,6.3488,122.0487,123.6408,0.0417,1.4819,0.2673,0.0204,0.0256,0.04,0.4132,0.2725,0.2872,0.0267,2.953,3.0723,3.1263,0.0539,0.0,0.0,0.0,0.0281,0.3444,901.0951,91.8701,96.5831,100.6843,100.2756,139.5983,520520.6313,0.2271,0.0638,0.02,0.0201
5056,02/02/2025,Monte Carlo,Derivative,Gold,4.5221,8.9862,102.5577,134.884,0.0328,0.8816,0.2191,0.082,0.0321,0.0353,0.3436,0.4689,0.157,0.0763,4.2236,4.9005,102.2679,0.0449,2.8206,2.0087,1.1018,0.0415,0.5914,1219.6929,110.5046,136.3071,127.3086,113.5917,147.3733,555586.4945,0.2802,0.0758,13.4301,13.9504
5057,18/11/2021,Base,Alternative,Option,5.2498,9.7969,119.859,129.1174,0.0243,1.385,0.2087,0.0431,0.0546,0.0217,0.2382,0.4197,0.3761,0.0527,5.241,5.952,109.016,0.0298,2.9176,2.0274,1.8554,0.0184,0.6691,1041.4187,92.2345,97.8386,111.9316,101.4454,126.4689,725010.2438,0.2615,0.0879,12.8886,12.6402
5058,10/11/2026,Base,Equity,Corporate Bond,8.7186,10.2309,117.3812,130.4265,0.0392,2.0225,0.2094,0.0646,0.0748,0.0501,0.3783,0.3514,0.2928,0.0531,5.6649,6.3783,105.1454,0.0389,1.9392,0.9193,3.0528,0.0249,0.5327,967.6016,103.8518,97.5611,117.1125,107.3753,130.1485,693415.6223,0.2622,0.0763,13.7992,13.5983
5059,28/08/2015,Stressed,Fixed Income,Preferred Stock,4.1931,7.9902,93.4075,93.458,0.0253,1.2714,0.2093,0.0459,0.0457,0.0439,0.3189,0.335,0.3398,0.0792,5.5086,7.4613,109.8175,0.0397,1.9058,2.7489,3.5278,0.0249,0.672,952.199,105.5169,108.294,107.5037,102.4488,140.6734,591772.5405,0.2563,0.0747,13.9162,13.6759
5060,26/11/2016,Monte Carlo,Equity,Preferred Stock,5.8896,9.4805,118.3396,116.8796,0.0286,0.8075,0.3306,0.0685,0.0349,0.0759,0.2172,0.4084,0.3284,0.0647,6.5431,5.775,101.0071,0.0473,2.806,1.994,1.1096,0.0267,0.6511,1305.9542,125.4917,114.7672,105.583,121.8715,136.7905,492964.6912,0.2516,0.0469,12.7938,16.4605
5061,18/06/2024,Monte Carlo,Alternative,Future,6.0078,6.2257,98.0053,105.0918,0.0272,1.2146,0.2223,0.0151,0.0261,0.031,0.3954,0.3692,0.2979,0.0216,3.7758,3.9161,4.3381,0.0481,0.0,0.0,0.0,0.0239,0.3119,789.7094,94.5403,93.1219,113.4848,107.4889,127.5684,478645.4218,0.1981,0.0598,0.0165,0.0182
5062,12/06/2024,Monte Carlo,Equity,Hedge Fund,7.5825,9.5911,135.0501,94.0272,0.0246,0.8689,0.3407,0.0602,0.0527,0.0466,0.382,0.4969,0.15,0.0345,4.807,9.0033,107.3311,0.0432,2.1459,2.0446,2.0873,0.0139,0.4722,1076.4648,106.506,106.1987,119.4778,129.236,141.8333,680581.5979,0.3472,0.0715,10.927,12.9883
5063,03/07/2018,Stressed,Equity,Corporate Bond,8.1495,7.2548,109.5578,127.7716,0.0386,2.3086,0.3385,0.0947,0.0281,0.03,0.4706,0.5494,0.0101,0.0639,6.7298,4.3344,114.8985,0.0504,2.657,1.8257,1.8504,0.0409,0.4649,898.2392,111.9045,109.1205,104.5147,99.6251,124.1994,704773.3155,0.1987,0.0428,12.8146,14.217
5064,21/11/2001,Base,Equity,Corporate Bond,8.9907,11.2811,121.9141,105.0752,0.0348,0.9486,0.2246,0.0423,0.047,0.0259,0.424,0.2545,0.3148,0.0571,7.7427,6.6648,103.1675,0.0371,2.062,1.7345,3.4151,0.0244,0.663,1010.5187,109.8044,113.534,108.5856,101.5474,150.3228,599628.489,0.2911,0.0415,12.0381,13.3765
5065,07/06/2018,Monte Carlo,Equity,Government Bond,4.872,8.8606,93.0663,89.4973,0.0302,1.219,0.2817,0.0684,0.0701,0.091,0.4574,0.2349,0.2401,0.0561,6.3287,5.1901,108.0894,0.0422,2.1575,1.9758,1.903,0.0272,0.4479,1075.6343,101.969,112.7097,97.0364,101.6572,138.3132,678564.7804,0.2944,0.0427,11.9957,13.7088
5066,11/02/2013,Monte Carlo,Commodity,Future,3.964,6.6623,110.7836,116.6265,0.0472,1.324,0.2605,0.089,0.0564,0.0234,0.2148,0.2314,0.5198,0.058,4.0805,5.4568,104.7919,0.0365,2.0831,2.1669,1.8192,0.0374,0.5086,1193.5993,91.9246,93.5865,113.2738,112.316,149.9476,600606.5682,0.3156,0.051,10.0565,11.2661
5067,04/03/2024,Stressed,Equity,Municipal Bond,8.4697,8.491,121.5314,94.7244,0.0475,1.1306,0.3407,0.0583,0.0492,0.0781,0.305,0.2237,0.4888,0.0659,5.4166,7.2231,113.2761,0.0406,2.8513,2.0299,2.8921,0.0219,0.4736,1119.8971,100.6341,101.2604,114.7528,111.8969,155.8573,723709.1368,0.2894,0.0636,11.2772,11.0682
5068,26/01/2010,Stressed,Commodity,Preferred Stock,7.3688,7.1791,126.8854,105.1296,0.039,0.9143,0.3979,0.084,0.0334,0.0622,0.3537,0.2942,0.3943,0.0515,4.9137,5.639,97.4614,0.0334,1.897,2.0591,2.9704,0.0413,0.6531,1029.1259,97.8876,85.5027,119.8363,106.166,164.4387,597312.2956,0.2098,0.059,9.6041,12.2251
5069,07/11/2012,Stressed,Derivative,Municipal Bond,7.5578,6.3206,116.6587,106.8974,0.0502,0.5329,0.2472,0.05,0.0257,0.0381,0.4164,0.3722,0.1915,0.0316,3.7533,4.8671,105.5803,0.0344,0.9342,2.0855,2.8485,0.0266,0.4939,1040.5984,96.4408,107.9885,119.6578,103.9154,142.6557,511686.2298,0.2188,0.0657,10.6637,10.9621
5070,14/11/2023,Base,Derivative,Real Estate,8.0503,6.8879,87.8514,132.5945,0.0284,1.8107,0.2925,0.0536,0.0378,0.0644,0.4301,0.4736,0.0823,0.0472,8.2208,5.3803,113.29,0.0498,1.0707,2.0319,2.1155,0.0218,0.5366,856.9025,104.695,112.5113,123.0808,108.4627,131.3964,581681.3427,0.2813,0.055,10.0946,9.9746
5071,23/03/2009,Base,Commodity,Gold,9.0763,7.4511,129.705,133.8611,0.0408,1.5436,0.2556,0.0993,0.0866,0.0911,0.2716,0.3266,0.4468,0.042,7.633,4.3598,105.3812,0.0321,2.8433,1.0992,2.9272,0.0335,0.3927,1076.8812,109.725,99.6114,125.5947,111.3147,147.539,560249.5098,0.1961,0.0454,11.4581,12.6106
5072,07/11/2020,Monte Carlo,Equity,Large Cap,8.9196,9.9477,118.6501,110.2414,0.0444,2.1003,0.359,0.078,0.0918,0.0385,0.4626,0.4298,0.1016,0.0722,8.3825,6.7168,90.8257,0.0376,3.1421,1.9879,3.2626,0.032,0.4843,1010.4922,114.7693,107.6436,110.6369,138.2828,148.7173,532434.2805,0.2156,0.0788,13.1945,13.0174
5073,08/04/2022,Monte Carlo,Fixed Income,Preferred Stock,9.1422,9.5601,103.1443,102.5049,0.0385,1.2274,0.3197,0.078,0.0796,0.0851,0.2864,0.3448,0.3039,0.0326,4.7105,9.095,96.2972,0.0378,1.9899,2.7679,2.2149,0.0257,0.5822,981.2017,109.758,117.2588,116.1762,108.9135,138.3546,559881.3461,0.2376,0.0475,11.9761,11.9563
5074,10/11/2014,Base,Equity,Future,5.5194,6.8612,128.0422,106.7632,0.0232,1.3498,0.4023,0.0405,0.0752,0.105,0.2705,0.3266,0.4466,0.0469,7.8115,6.0675,89.4137,0.048,2.0938,1.7211,2.0725,0.0289,0.4304,1230.3542,100.5833,97.0216,100.8566,126.0408,146.9191,492036.4599,0.2254,0.0771,12.0003,10.7561
5075,01/04/2023,Stressed,Fixed Income,Government Bond,6.7738,8.4674,126.0121,106.5349,0.0274,1.6871,0.3333,0.0843,0.034,0.0355,0.4444,0.3231,0.2583,0.0765,4.357,5.3262,98.7852,0.0473,0.9323,2.1544,2.1222,0.0343,0.3941,893.4985,108.3713,99.2183,115.7211,107.2987,124.1603,520674.7023,0.315,0.0759,10.5412,11.4778
5076,04/07/2020,Base,Alternative,Swap,7.0713,9.5168,140.1607,100.3712,0.0245,2.115,0.2196,0.0535,0.0627,0.0203,0.2718,0.2099,0.4758,0.0471,4.7751,8.7795,98.3955,0.0295,1.871,2.1637,0.9797,0.0348,0.4858,1173.6939,121.2019,124.3815,109.1446,113.0082,144.9153,688476.0523,0.2714,0.0563,13.8255,17.1968
5077,22/07/2005,Stressed,Derivative,Preferred Stock,7.5945,7.0679,96.367,87.645,0.0417,0.6874,0.431,0.0521,0.0763,0.03,0.2988,0.3448,0.325,0.0375,5.3719,5.7801,110.6502,0.0515,2.9941,0.9018,2.0801,0.0172,0.4814,970.4675,124.3441,127.3622,104.9329,107.1171,143.4493,680075.8784,0.2372,0.0658,12.3692,14.5145
5078,10/04/2009,Stressed,Derivative,Real Estate,8.1525,8.3152,135.502,128.5382,0.0258,1.8174,0.2868,0.0371,0.0526,0.0525,0.3172,0.3612,0.2307,0.0475,5.272,6.1004,121.7864,0.0513,1.0434,3.4001,1.9882,0.0153,0.3899,879.4663,118.7261,104.837,113.3129,105.2117,138.5874,610569.9557,0.2224,0.0592,14.3003,15.5357
5079,26/11/2013,Stressed,Derivative,Corporate Bond,6.1643,7.1884,105.2561,132.6736,0.04,2.0796,0.3038,0.0819,0.036,0.1015,0.4424,0.2466,0.3026,0.0779,6.3004,7.8409,105.0009,0.0431,2.1791,2.3836,1.8704,0.0215,0.4843,1081.2612,117.5265,119.0131,97.9707,98.2915,135.9241,750753.8471,0.1777,0.0605,14.9681,13.4565
5080,24/08/2009,Stressed,Fixed Income,Municipal Bond,9.018,8.3038,110.5608,120.2605,0.0248,0.668,0.2533,0.0934,0.074,0.0707,0.2701,0.3064,0.4262,0.0283,7.6331,8.2525,104.1997,0.0348,0.8966,2.8683,1.7865,0.045,0.4871,1276.4098,94.3228,116.395,110.1624,101.2411,134.6952,679345.4606,0.2022,0.0603,12.9047,13.6432
5081,01/01/2015,Base,Commodity,Swap,5.5944,6.8581,99.9306,115.7593,0.0388,0.7099,0.2273,0.0272,0.0722,0.0829,0.193,0.2502,0.4935,0.0622,6.4355,6.8208,100.2909,0.0436,1.0169,3.0241,0.8622,0.0435,0.6335,1009.6845,86.4005,98.6813,117.851,103.0514,129.7522,673699.5863,0.2518,0.0663,15.1429,13.532
5082,03/01/2016,Monte Carlo,Equity,Swap,7.0717,9.2733,103.5151,133.3296,0.0417,0.9665,0.3041,0.0825,0.0911,0.0654,0.4325,0.2811,0.3563,0.0671,6.3192,7.5423,105.8815,0.0393,1.8763,0.9817,2.2464,0.027,0.6651,968.799,102.6403,105.3767,132.584,129.331,120.3657,608002.5054,0.2507,0.0476,12.0998,14.5695
5083,07/10/2008,Base,Derivative,Private Equity,6.3906,6.1814,140.9036,91.6402,0.0205,0.8104,0.2309,0.0913,0.0271,0.0419,0.4719,0.3435,0.1815,0.0405,6.5008,6.423,110.5125,0.0344,0.9134,1.932,1.6611,0.0305,0.5682,916.6257,103.4657,103.3237,111.2806,117.3086,140.6498,629575.2257,0.2313,0.0545,12.4239,11.6515
5084,06/12/2015,Monte Carlo,Fixed Income,Preferred Stock,6.2762,9.6443,117.5567,89.1124,0.0373,0.5551,0.2859,0.0536,0.0983,0.0891,0.3737,0.527,0.1101,0.0505,7.1807,4.5504,93.7673,0.0424,2.0022,2.865,2.1183,0.0265,0.5653,1166.3402,94.839,111.2152,103.9482,113.2961,140.5735,511216.5193,0.2713,0.0382,11.895,12.7815
5085,22/07/2024,Stressed,Alternative,Agriculture,6.326,7.1339,90.9999,102.4301,0.0237,0.8304,0.417,0.0734,0.0235,0.0697,0.4088,0.4984,0.1523,0.0687,4.9689,3.6119,110.1209,0.0424,2.0274,2.8899,1.0234,0.0108,0.4966,1166.8759,107.4616,113.4414,104.5549,101.986,140.2631,732029.287,0.2642,0.0574,14.0235,15.6141
5086,13/03/2025,Stressed,Commodity,Private Equity,5.6492,7.4019,103.0508,101.9233,0.038,2.07,0.3293,0.0214,0.0555,0.0659,0.2137,0.2585,0.4698,0.0308,6.2473,6.1857,114.2041,0.0506,0.9398,1.794,2.6038,0.0503,0.6044,1021.5307,101.7648,96.4175,116.6138,105.3734,130.6384,591020.015,0.2567,0.0562,14.1182,16.5537
5087,01/02/2012,Base,Fixed Income,Real Estate,7.8609,5.4609,120.2257,109.4856,0.036,1.8718,0.2724,0.0496,0.0642,0.0395,0.3661,0.377,0.321,0.0668,5.8725,5.488,106.2007,0.0388,1.9726,2.8149,2.9246,0.0222,0.4889,1323.6827,113.615,106.7984,111.757,125.8631,129.9374,620633.4865,0.2119,0.0521,12.5917,12.3108
5088,20/02/2011,Stressed,Derivative,Gold,5.4377,9.2068,103.6133,108.4884,0.0516,1.4055,0.2516,0.074,0.0257,0.0883,0.4703,0.2589,0.2457,0.0738,7.7701,5.8938,104.9536,0.0521,2.8961,0.9079,2.1552,0.0202,0.4869,1016.5641,99.022,92.6695,102.0182,96.8712,145.0349,579304.1723,0.2546,0.084,14.8858,16.9781
5089,04/07/2014,Monte Carlo,Fixed Income,Real Estate,3.9402,9.5143,111.9803,86.5152,0.0313,1.8565,0.3396,0.0717,0.071,0.04,0.3603,0.498,0.176,0.0372,4.5896,8.2617,110.6296,0.0405,1.1141,2.1819,2.0359,0.0173,0.3968,953.4076,96.3513,90.6032,96.6604,100.6233,157.6959,546444.8127,0.2135,0.0655,13.0235,18.2532
5090,20/11/2017,Stressed,Commodity,Real Estate,4.7299,8.1228,133.3543,96.1538,0.0339,2.439,0.3327,0.081,0.0854,0.0303,0.2431,0.3311,0.4118,0.0423,7.9474,9.523,101.8118,0.0392,1.0001,2.5068,0.8659,0.0364,0.6723,1163.6662,101.4907,100.6962,122.0619,109.3321,126.6024,594299.9677,0.1736,0.0466,9.7298,10.7123
5091,16/09/2007,Stressed,Equity,Oil,4.7266,7.9623,127.8847,105.1861,0.0438,1.3755,0.2608,0.0998,0.0194,0.0242,0.322,0.4049,0.318,0.0368,5.7943,7.1786,110.3806,0.0379,3.0746,0.8988,2.0688,0.0167,0.5039,1124.0588,110.4803,99.4622,91.7036,107.5217,124.8478,511547.4353,0.2742,0.0485,14.2399,12.7672
5092,17/10/2009,Base,Derivative,Agriculture,6.9377,8.5932,120.9995,127.9317,0.0424,1.4405,0.2691,0.0573,0.0678,0.0487,0.4617,0.2965,0.2549,0.0362,7.3216,5.9106,112.2826,0.038,1.8572,2.9292,1.8447,0.0208,0.6069,939.3354,102.2908,101.9146,115.5702,109.1915,127.8331,636911.8176,0.2398,0.0762,11.0832,12.4929
5093,07/03/2023,Monte Carlo,Commodity,Hedge Fund,5.7844,6.61,78.712,127.0717,0.0414,1.3478,0.423,0.0489,0.0776,0.0793,0.3004,0.265,0.3915,0.0637,7.8711,6.8253,95.7378,0.0404,1.0041,1.9475,1.9279,0.0476,0.6076,1081.5225,94.3614,94.7296,133.0342,113.5553,136.8749,675762.3243,0.219,0.0598,14.7841,15.1168
5094,19/06/2014,Base,Alternative,Hedge Fund,7.0855,7.277,88.9416,91.0,0.0413,0.9632,0.245,0.0419,0.0672,0.0776,0.2802,0.2542,0.5343,0.0514,5.6157,5.3593,102.4861,0.0467,2.0547,2.6937,2.256,0.0406,0.7074,928.2828,110.3976,123.4643,93.8451,97.6308,135.8382,737633.9618,0.2932,0.0395,14.1346,12.3673
5095,31/01/2011,Monte Carlo,Fixed Income,Hedge Fund,4.259,8.6848,133.4637,84.5653,0.0479,0.9947,0.2973,0.0918,0.0301,0.0908,0.4543,0.2307,0.3189,0.0739,3.6588,6.9402,113.1727,0.0413,2.0314,2.1313,2.2338,0.0258,0.7263,1073.4457,103.0244,103.552,126.0477,108.2133,151.7674,495710.9043,0.2629,0.0655,11.701,12.3375
5096,27/06/2011,Stressed,Derivative,Private Equity,7.537,9.1766,111.504,106.0503,0.041,1.9261,0.3349,0.0921,0.0603,0.067,0.4117,0.2805,0.4018,0.077,4.2351,5.9185,100.651,0.0432,3.099,3.0057,0.8867,0.04,0.5538,994.4592,108.8951,113.4583,114.8776,110.6441,136.779,640566.1672,0.2098,0.0676,12.905,13.5649
5097,18/04/2018,Base,Equity,Corporate Bond,5.8685,7.6988,132.8716,89.42,0.0231,1.7878,0.2127,0.0685,0.0513,0.0462,0.3755,0.2148,0.3738,0.0387,6.9458,5.8719,104.0541,0.0394,3.2275,1.8592,2.2321,0.0291,0.5616,1192.0668,113.2493,116.2152,121.2075,117.9888,149.9289,685629.947,0.2352,0.0394,10.1928,11.9719
5098,24/02/2002,Stressed,Commodity,Real Estate,4.573,6.9069,100.4685,114.1675,0.0495,1.9665,0.2382,0.0479,0.0884,0.073,0.4626,0.3876,0.2433,0.0674,5.436,7.6473,115.3028,0.0401,3.0443,0.9652,2.2437,0.0387,0.6329,1041.7966,101.0235,102.2244,120.292,118.3621,160.8516,570827.5248,0.2574,0.0447,14.5383,15.5247
5099,18/06/2005,Stressed,Commodity,Real Estate,4.0112,7.9604,122.1498,109.5738,0.0214,0.7202,0.4026,0.0894,0.0355,0.0436,0.404,0.3359,0.1834,0.0373,5.6342,8.1552,113.7415,0.0419,1.8105,2.1135,1.0668,0.0389,0.5859,1100.2745,101.5568,102.9455,96.1791,99.1364,132.6733,632292.9059,0.2249,0.0559,13.6119,13.7709
5100,22/08/2008,Stressed,Alternative,Corporate Bond,7.897,9.518,108.0046,93.1431,0.0309,2.2256,0.2672,0.0273,0.0582,0.0656,0.3472,0.2082,0.3958,0.064,8.3632,3.6404,107.4628,0.0475,0.9086,1.9824,1.8398,0.0242,0.4874,1102.882,107.9643,92.9618,113.8707,105.7944,155.191,788016.587,0.3058,0.0479,15.1097,16.6767
5101,24/06/2023,Stressed,Derivative,Real Estate,5.939,7.4064,86.213,139.1424,0.0425,1.2175,0.3697,0.0502,0.0868,0.0759,0.2886,0.2701,0.4318,0.0627,8.0856,6.4245,95.3411,0.0385,1.0647,1.9887,2.0616,0.0487,0.6189,952.2163,98.731,79.8929,118.9949,101.2381,123.4959,635731.2031,0.2422,0.0656,15.325,14.4099
5102,12/11/2006,Monte Carlo,Derivative,Corporate Bond,8.9162,8.6057,117.6271,114.5166,0.0529,0.9075,0.3184,0.0915,0.072,0.0689,0.4016,0.3958,0.2008,0.0756,4.3307,5.3477,108.034,0.0319,2.0796,1.0273,2.1798,0.0366,0.4954,925.0055,106.5277,116.1326,128.4425,119.978,144.7457,687512.6409,0.2291,0.052,12.8967,13.573
5103,27/08/2008,Stressed,Fixed Income,Real Estate,6.7668,7.9151,127.9712,93.1823,0.0275,1.711,0.2569,0.037,0.0513,0.0762,0.3368,0.2913,0.371,0.0585,5.1437,6.7602,108.6031,0.0428,0.8868,1.6371,1.0583,0.0399,0.4951,1097.0466,109.9081,120.0028,104.1411,103.548,140.5544,577578.368,0.2326,0.0754,14.916,15.955
5104,18/09/2014,Monte Carlo,Commodity,Government Bond,7.365,7.3978,107.6953,108.3549,0.0239,1.4062,0.2598,0.0682,0.0869,0.0685,0.4357,0.4272,0.1333,0.0587,6.5607,5.4437,107.2416,0.0461,2.1048,2.1247,2.0736,0.0385,0.4979,897.1729,121.5162,114.429,111.8081,106.7192,134.989,599097.2672,0.2321,0.054,11.2432,11.5807
5105,24/06/2012,Monte Carlo,Alternative,Hedge Fund,4.736,7.9509,104.4257,101.4776,0.0416,1.9341,0.2944,0.0916,0.0749,0.0505,0.1935,0.2639,0.4685,0.0321,6.1568,5.0926,108.4892,0.0341,2.0012,2.7521,2.0409,0.0122,0.6963,1129.7812,111.4887,106.0413,119.5565,126.1538,141.2873,609275.2078,0.2319,0.0369,11.1745,14.1799
5106,28/01/2001,Monte Carlo,Fixed Income,Future,8.1516,7.0081,93.085,113.2224,0.0459,1.8636,0.4193,0.0728,0.051,0.0716,0.3234,0.3013,0.3492,0.0818,5.4965,4.0762,99.1916,0.0493,3.1508,1.8832,2.8142,0.0104,0.4837,1155.6809,100.2745,110.5047,126.7343,111.0284,152.3121,610114.5477,0.2175,0.0522,11.9843,13.9855
